Rk,Player,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Giannis Antetokounmpo,MIL,23.0,35.2,12.8,20.8,0.614,0.1,0.7,0.176,12.7,20.1,0.63,7.0,11.4,0.615,2.0,9.5,11.5,6.1,0.6,1.6,3.3,2.3,32.7
2.0,Nikola JokiÄ,DEN,21.0,37.3,11.8,21.1,0.558,2.1,4.4,0.489,9.6,16.7,0.575,5.2,6.6,0.797,3.8,9.5,13.3,9.9,1.8,0.7,3.9,2.0,30.9
3.0,Shai Gilgeous-Alexander,OKC,25.0,34.4,10.5,20.6,0.51,2.1,6.2,0.34,8.4,14.4,0.583,7.1,8.2,0.864,0.8,4.7,5.5,6.3,1.9,1.0,2.6,2.2,30.3
4.0,LaMelo Ball,CHO,19.0,33.7,10.4,24.4,0.427,4.6,12.8,0.357,5.8,11.6,0.505,4.8,5.7,0.835,0.9,4.5,5.4,7.2,1.3,0.2,4.4,4.0,30.2
5.0,Paolo Banchero,ORL,5.0,36.4,9.6,19.4,0.495,2.2,6.4,0.344,7.4,13.0,0.569,7.6,11.8,0.644,2.4,6.4,8.8,5.6,0.6,0.8,2.2,2.6,29.0
6.0,Luka DonÄiÄ,DAL,20.0,37.0,10.1,21.9,0.459,3.6,10.0,0.355,6.5,11.9,0.546,5.3,6.9,0.766,0.7,7.9,8.6,8.2,2.1,0.5,3.5,2.8,28.9
7.0,Jayson Tatum,BOS,24.0,36.4,9.3,20.4,0.453,3.8,10.5,0.359,5.5,10.0,0.552,5.9,7.4,0.802,0.5,8.5,9.0,5.6,1.2,0.5,2.8,2.5,28.2
8.0,Anthony Davis,LAL,25.0,35.3,10.1,18.9,0.534,0.7,2.4,0.305,9.4,16.5,0.567,6.9,8.8,0.786,2.5,8.9,11.4,3.3,1.2,2.0,2.2,2.1,27.8
9.0,Anthony Edwards,MIN,25.0,35.9,9.2,20.3,0.454,4.3,10.2,0.424,4.9,10.1,0.484,3.5,4.4,0.807,0.6,4.8,5.4,3.8,1.3,0.6,3.1,2.0,26.2
10.0,De'Aaron Fox,SAC,27.0,37.3,9.7,20.2,0.483,2.0,6.3,0.324,7.7,13.9,0.555,4.7,5.9,0.797,1.1,3.9,5.1,6.1,1.6,0.3,3.5,2.6,26.2
11.0,Kevin Durant,PHO,15.0,35.6,9.1,17.6,0.519,2.5,6.1,0.413,6.6,11.5,0.576,4.9,5.9,0.82,0.2,6.3,6.5,3.7,0.6,1.3,3.0,1.7,25.7
12.0,Damian Lillard,MIL,22.0,36.4,7.9,17.6,0.45,3.5,9.3,0.371,4.5,8.3,0.538,6.5,7.0,0.916,0.5,4.0,4.5,7.5,1.0,0.2,3.0,1.9,25.7
13.0,Devin Booker,PHO,25.0,37.0,8.1,18.5,0.437,2.8,7.9,0.35,5.3,10.6,0.502,6.5,7.2,0.9,1.2,2.6,3.7,6.4,1.1,0.4,2.3,2.3,25.4
14.0,Tyrese Maxey,PHI,18.0,36.9,8.7,21.3,0.41,2.9,9.3,0.317,5.8,12.0,0.481,4.7,5.6,0.832,0.2,3.4,3.7,5.0,2.1,0.3,2.3,2.6,25.1
15.0,Jalen Brunson,NYK,26.0,34.4,8.4,17.2,0.489,2.7,6.2,0.432,5.7,11.0,0.521,5.4,6.6,0.82,0.4,2.5,3.0,7.7,0.7,0.1,2.4,2.2,25.0
16.0,Karl-Anthony Towns,NYK,24.0,34.3,8.8,16.6,0.526,2.3,5.1,0.439,6.5,11.5,0.565,5.0,5.9,0.845,3.0,11.0,13.9,3.3,0.9,1.0,2.5,3.5,24.8
17.0,Cam Thomas,BRK,17.0,33.4,8.1,17.5,0.461,2.9,7.4,0.389,5.2,10.1,0.515,5.7,6.6,0.866,0.4,2.9,3.2,3.4,0.7,0.1,2.8,2.0,24.7
18.0,Franz Wagner,ORL,25.0,33.2,8.8,18.9,0.465,2.0,6.4,0.321,6.8,12.6,0.538,4.8,5.4,0.881,0.9,4.7,5.6,5.7,1.7,0.5,2.4,2.3,24.4
19.0,Tyler Herro,MIA,24.0,34.9,8.4,17.6,0.476,4.2,10.1,0.413,4.2,7.5,0.561,3.2,3.7,0.875,0.3,5.0,5.3,4.8,0.8,0.1,2.5,1.6,24.1
20.0,Kyrie Irving,DAL,24.0,35.3,8.9,17.6,0.504,3.1,6.6,0.468,5.8,11.0,0.525,3.0,3.5,0.88,1.1,3.6,4.7,5.3,1.2,0.3,2.2,2.3,23.9
21.0,Jaylen Brown,BOS,21.0,35.3,8.3,18.9,0.441,2.5,7.2,0.344,5.9,11.7,0.5,4.7,6.2,0.748,1.4,4.6,6.0,4.6,1.2,0.4,2.7,2.5,23.8
22.0,Victor Wembanyama,SAS,21.0,32.3,8.6,18.2,0.473,3.0,8.9,0.333,5.7,9.4,0.604,3.4,3.9,0.889,2.0,8.3,10.3,3.9,1.1,3.5,3.6,2.2,23.6
23.0,RJ Barrett,TOR,24.0,34.3,8.6,19.0,0.455,2.0,5.7,0.35,6.6,13.3,0.5,4.3,5.9,0.725,0.9,5.8,6.8,6.1,0.8,0.5,3.5,2.6,23.5
24.0,Cade Cunningham,DET,23.0,36.1,8.9,19.7,0.451,2.4,6.3,0.386,6.4,13.3,0.482,3.3,4.3,0.776,1.1,6.3,7.5,9.7,0.8,0.8,4.6,2.6,23.5
25.0,Norman Powell,LAC,20.0,32.3,8.2,16.4,0.502,3.9,8.0,0.484,4.4,8.4,0.518,3.2,3.9,0.831,0.3,2.8,3.1,2.5,1.1,0.2,2.0,2.0,23.5
26.0,Donovan Mitchell,CLE,26.0,31.9,8.3,18.6,0.448,3.7,9.2,0.404,4.6,9.4,0.492,2.9,3.7,0.8,0.5,4.2,4.7,4.5,1.6,0.3,2.1,2.2,23.3
27.0,Stephen Curry,GSW,20.0,31.0,7.6,16.7,0.452,4.3,10.1,0.421,3.3,6.6,0.5,3.6,3.9,0.923,0.5,4.7,5.2,6.7,1.3,0.5,3.2,1.0,23.0
28.0,LeBron James,LAL,24.0,35.0,8.7,17.6,0.492,2.1,5.7,0.365,6.6,11.9,0.552,3.4,4.5,0.743,1.0,7.0,8.0,9.1,0.7,0.6,4.1,1.3,22.8
29.0,Zion Williamson,NOP,6.0,31.0,7.8,17.3,0.452,0.3,1.0,0.333,7.5,16.3,0.459,6.7,10.0,0.667,2.7,5.3,8.0,5.3,0.7,1.2,3.7,3.0,22.7
30.0,DeMar DeRozan,SAC,22.0,35.5,8.2,16.7,0.493,0.7,2.1,0.319,7.5,14.5,0.519,5.4,6.3,0.856,0.5,3.4,3.9,4.0,1.6,0.5,1.7,2.0,22.5
31.0,Brandon Ingram,NOP,18.0,33.1,8.6,18.5,0.465,2.4,6.4,0.374,6.2,12.1,0.514,2.6,3.1,0.855,0.9,4.6,5.6,5.2,0.9,0.6,3.8,2.5,22.2
32.0,James Harden,LAC,26.0,33.7,6.3,16.2,0.391,3.0,8.4,0.353,3.4,7.8,0.431,6.5,7.3,0.889,0.5,5.9,6.5,8.3,1.6,0.7,4.5,1.9,22.1
33.0,Jaren Jackson Jr.,MEM,25.0,28.2,7.9,15.2,0.518,1.9,5.2,0.364,6.0,10.0,0.598,4.3,5.3,0.812,1.3,4.5,5.8,1.3,1.5,1.8,2.0,3.3,22.0
34.0,Ja Morant,MEM,16.0,28.6,7.4,16.4,0.449,1.5,4.8,0.316,5.9,11.7,0.503,5.8,6.9,0.829,0.8,3.9,4.7,8.4,1.1,0.3,3.9,1.8,22.0
35.0,Zach LaVine,CHI,23.0,33.3,7.9,15.7,0.501,3.2,7.5,0.428,4.7,8.2,0.569,2.8,3.5,0.8,0.2,4.2,4.4,4.2,0.9,0.3,2.9,1.8,21.7
36.0,Jalen Williams,OKC,25.0,32.1,8.5,17.0,0.5,2.0,5.2,0.385,6.5,11.8,0.551,2.8,3.4,0.812,0.9,5.2,6.1,5.0,2.0,0.8,2.2,2.7,21.7
37.0,Brandon Miller,CHO,22.0,34.4,7.5,18.5,0.406,3.9,11.0,0.353,3.6,7.5,0.485,2.7,3.0,0.894,1.0,4.2,5.2,3.5,1.1,0.8,2.9,2.7,21.5
38.0,Domantas Sabonis,SAC,25.0,36.0,8.2,13.2,0.626,1.0,2.4,0.433,7.2,10.8,0.669,4.0,4.8,0.833,3.4,9.7,13.1,6.0,0.8,0.4,3.1,3.4,21.5
39.0,Trae Young,ATL,26.0,36.1,6.6,16.9,0.389,2.6,8.3,0.315,4.0,8.6,0.46,5.7,6.5,0.887,0.7,3.4,4.0,12.1,1.3,0.2,4.6,2.1,21.5
40.0,CJ McCollum,NOP,14.0,33.6,8.3,18.8,0.441,2.8,8.4,0.331,5.5,10.4,0.531,1.7,2.6,0.667,0.8,2.9,3.7,3.7,1.2,0.4,1.6,2.5,21.1
41.0,Nikola VuÄeviÄ,CHI,26.0,31.7,8.4,14.3,0.587,2.2,4.6,0.475,6.2,9.7,0.64,2.1,2.4,0.857,1.9,7.7,9.6,3.2,0.8,0.8,1.7,2.4,21.1
42.0,Scottie Barnes,TOR,14.0,33.2,7.6,16.4,0.461,1.9,6.0,0.31,5.7,10.4,0.548,3.6,4.9,0.725,2.1,6.4,8.4,7.4,1.3,0.7,3.6,1.9,20.6
43.0,Joel Embiid,PHI,6.0,29.3,6.5,15.8,0.411,0.7,4.2,0.16,5.8,11.7,0.5,6.7,7.0,0.952,1.5,6.2,7.7,3.8,0.3,1.0,3.3,2.5,20.3
44.0,Darius Garland,CLE,26.0,30.2,7.2,14.9,0.485,2.8,6.8,0.418,4.4,8.1,0.54,3.0,3.2,0.939,0.5,2.0,2.4,6.5,1.0,0.3,2.5,2.4,20.3
45.0,Jordan Poole,WAS,22.0,30.8,6.7,15.5,0.434,3.1,8.0,0.392,3.6,7.5,0.479,3.7,4.3,0.862,0.2,2.1,2.4,5.1,1.7,0.4,3.5,3.5,20.3
46.0,Julius Randle,MIN,25.0,33.0,6.9,14.2,0.483,1.6,4.6,0.348,5.3,9.6,0.548,4.7,5.7,0.825,1.8,5.0,6.8,4.0,0.8,0.2,2.6,2.6,20.1
47.0,Pascal Siakam,IND,27.0,34.3,7.6,14.3,0.532,1.8,4.3,0.426,5.8,10.1,0.577,2.9,3.6,0.786,1.7,4.9,6.6,3.5,0.9,0.3,1.5,2.9,19.9
48.0,Jalen Johnson,ATL,25.0,36.6,7.8,15.6,0.499,1.5,4.5,0.336,6.3,11.1,0.565,2.5,3.4,0.741,1.7,8.4,10.1,5.5,1.4,1.1,3.2,2.0,19.6
49.0,Jimmy Butler,MIA,19.0,32.6,6.4,11.6,0.552,0.5,1.5,0.357,5.9,10.2,0.58,6.1,7.7,0.782,2.7,3.4,6.1,5.0,1.3,0.4,1.4,1.1,19.4
50.0,De'Andre Hunter,ATL,16.0,27.9,6.4,13.6,0.47,2.8,6.1,0.449,3.6,7.4,0.487,3.8,4.4,0.859,0.6,3.4,4.0,1.3,0.8,0.1,1.2,2.4,19.3
51.0,Jalen Green,HOU,26.0,32.6,6.4,16.2,0.395,2.4,7.7,0.313,4.0,8.4,0.47,3.8,4.3,0.875,0.5,4.1,4.6,2.6,1.1,0.3,2.7,1.7,19.0
52.0,Kristaps PorziÅÄ£is,BOS,7.0,26.3,6.7,14.0,0.48,2.1,6.3,0.341,4.6,7.7,0.593,3.4,4.4,0.774,1.6,5.4,7.0,1.9,0.9,1.3,0.9,2.0,19.0
53.0,Cameron Johnson,BRK,25.0,32.5,6.1,12.6,0.484,3.2,7.5,0.433,2.9,5.2,0.558,3.2,3.6,0.868,0.8,3.5,4.2,3.0,0.8,0.5,1.1,1.9,18.6
54.0,Lauri Markkanen,UTA,20.0,31.6,5.8,12.8,0.451,2.6,6.7,0.388,3.2,6.1,0.521,4.5,5.1,0.873,1.7,4.6,6.2,2.3,0.7,0.1,1.5,1.8,18.6
55.0,Alperen Sengun,HOU,26.0,31.1,7.2,15.3,0.472,0.4,1.5,0.256,6.8,13.8,0.496,3.8,4.9,0.766,3.5,7.2,10.6,5.2,1.2,1.0,2.3,2.7,18.6
56.0,Gradey Dick,TOR,22.0,32.4,6.2,14.9,0.416,2.5,7.5,0.341,3.6,7.4,0.491,3.5,4.0,0.897,0.6,2.7,3.3,2.0,0.8,0.2,1.5,2.2,18.5
57.0,Michael Porter Jr.,DEN,24.0,35.2,7.3,14.2,0.512,2.3,6.0,0.385,5.0,8.2,0.604,1.8,2.5,0.689,1.6,5.5,7.1,2.8,0.9,0.4,1.3,2.2,18.5
58.0,Evan Mobley,CLE,25.0,30.4,7.0,12.5,0.564,0.9,2.2,0.411,6.1,10.2,0.598,3.4,4.2,0.808,2.2,6.7,8.9,2.6,1.1,1.5,2.2,2.1,18.4
59.0,Jamal Murray,DEN,19.0,35.9,6.7,15.7,0.425,2.1,5.9,0.348,4.6,9.8,0.471,3.0,3.7,0.814,0.5,3.5,3.9,6.1,1.4,0.6,2.1,1.7,18.4
60.0,Dennis SchrÃ¶der,BRK,23.0,33.6,6.4,14.1,0.452,2.5,6.5,0.387,3.9,7.6,0.509,3.1,3.5,0.889,0.2,2.8,3.0,6.6,1.1,0.2,2.6,2.4,18.4
61.0,Tyrese Haliburton,IND,27.0,35.3,6.2,14.6,0.426,3.0,8.7,0.35,3.2,5.9,0.538,2.7,3.1,0.847,0.7,2.7,3.4,8.6,1.3,0.6,2.0,1.6,18.1
62.0,Trey Murphy III,NOP,14.0,33.9,6.1,14.6,0.417,2.7,8.3,0.328,3.4,6.3,0.534,3.2,3.6,0.882,0.8,3.9,4.6,2.3,1.1,0.7,1.6,2.1,18.1
63.0,Coby White,CHI,25.0,32.7,6.0,14.3,0.419,3.2,8.8,0.367,2.8,5.5,0.504,2.9,3.3,0.878,0.3,3.2,3.5,4.6,1.2,0.2,2.4,2.5,18.1
64.0,John Collins,UTA,24.0,29.5,6.6,12.4,0.534,1.4,3.3,0.436,5.2,9.2,0.568,3.3,3.7,0.888,2.2,5.9,8.1,2.6,1.2,0.9,2.3,2.8,18.0
65.0,Bradley Beal,PHO,15.0,33.5,6.8,13.8,0.493,2.1,5.7,0.36,4.7,8.1,0.587,2.1,2.7,0.8,0.7,3.5,4.2,3.3,1.1,0.7,2.3,2.9,17.8
66.0,Andrew Wiggins,GSW,21.0,28.9,6.0,13.0,0.467,2.3,5.3,0.438,3.7,7.6,0.488,3.3,4.3,0.767,1.5,2.8,4.3,2.4,1.0,0.7,1.1,1.8,17.7
67.0,Derrick White,BOS,25.0,34.5,5.9,13.0,0.455,3.7,9.2,0.402,2.2,3.8,0.583,1.9,2.2,0.839,1.2,3.6,4.8,4.9,1.1,1.1,1.5,2.2,17.4
68.0,Jaden Ivey,DET,25.0,30.4,6.1,14.0,0.436,1.9,5.1,0.367,4.2,8.9,0.475,3.2,4.3,0.731,1.3,2.8,4.1,4.2,1.0,0.4,3.0,2.4,17.3
69.0,Bennedict Mathurin,IND,27.0,32.7,5.7,12.3,0.467,1.5,3.9,0.377,4.3,8.4,0.509,4.3,5.0,0.852,1.2,5.1,6.3,1.7,0.7,0.3,2.1,2.5,17.2
70.0,Anfernee Simons,POR,23.0,30.8,6.0,14.5,0.41,2.5,7.5,0.329,3.5,7.0,0.497,2.8,3.1,0.915,0.3,2.3,2.7,4.6,0.9,0.1,2.3,1.9,17.2
71.0,Paul George,PHI,14.0,31.6,6.2,14.2,0.437,2.3,6.5,0.352,3.9,7.7,0.509,2.4,3.1,0.791,0.6,4.6,5.3,5.1,1.9,0.5,2.8,2.3,17.1
72.0,OG Anunoby,NYK,26.0,36.8,6.4,13.4,0.476,2.2,6.0,0.357,4.2,7.4,0.573,2.0,2.5,0.803,1.1,4.0,5.0,2.0,1.5,1.2,1.3,2.5,17.0
73.0,Mikal Bridges,NYK,26.0,38.4,7.1,14.6,0.485,2.3,6.7,0.339,4.8,7.9,0.61,0.6,0.9,0.652,0.9,2.6,3.5,3.2,1.0,0.5,1.5,1.3,17.0
74.0,Austin Reaves,LAL,21.0,33.7,5.8,13.4,0.434,2.7,7.5,0.357,3.1,5.9,0.532,2.6,3.3,0.797,0.8,2.8,3.6,5.0,1.0,0.2,2.2,2.4,16.9
75.0,Shaedon Sharpe,POR,18.0,30.8,6.1,14.1,0.429,1.7,6.2,0.27,4.4,7.9,0.552,2.9,3.7,0.803,0.7,2.7,3.4,2.5,0.8,0.2,1.9,1.7,16.7
76.0,Dejounte Murray,NOP,10.0,33.0,5.9,16.2,0.364,1.6,5.7,0.281,4.3,10.5,0.41,3.2,3.8,0.842,0.4,6.1,6.5,6.8,2.1,0.6,4.2,2.4,16.6
77.0,Miles Bridges,CHO,13.0,29.5,5.9,13.9,0.425,2.0,6.4,0.313,3.9,7.5,0.52,2.6,3.1,0.85,0.9,5.8,6.7,3.2,0.5,0.5,1.4,1.4,16.5
78.0,Payton Pritchard,BOS,26.0,28.7,5.6,11.5,0.485,3.9,8.9,0.435,1.7,2.6,0.657,1.4,1.7,0.841,1.2,2.4,3.6,3.3,1.0,0.1,1.1,1.7,16.5
79.0,Chet Holmgren,OKC,10.0,26.5,5.6,11.1,0.505,1.4,3.7,0.378,4.2,7.4,0.568,3.8,4.9,0.776,1.6,7.1,8.7,2.0,0.8,2.6,2.3,1.8,16.4
80.0,Collin Sexton,UTA,25.0,27.6,5.7,11.8,0.48,1.7,4.0,0.42,4.0,7.8,0.51,3.2,3.6,0.9,0.7,1.7,2.4,3.1,0.6,0.1,2.3,2.2,16.3
81.0,Jalen Suggs,ORL,27.0,30.4,5.6,13.9,0.405,2.3,7.2,0.314,3.4,6.7,0.503,2.8,3.0,0.915,0.7,3.5,4.1,3.9,1.6,1.0,2.8,2.8,16.3
82.0,Bam Adebayo,MIA,24.0,35.0,6.2,13.9,0.443,1.0,2.9,0.333,5.2,11.0,0.472,2.9,4.0,0.726,2.5,7.7,10.3,5.1,1.5,0.8,1.8,2.0,16.2
83.0,Malik Monk,SAC,20.0,29.0,5.8,12.7,0.455,2.4,6.4,0.378,3.4,6.3,0.532,2.3,2.7,0.849,0.2,3.4,3.6,5.0,0.8,0.6,1.4,2.3,16.2
84.0,Jerami Grant,POR,24.0,32.9,5.3,13.4,0.394,2.5,6.6,0.384,2.8,6.8,0.405,3.0,3.6,0.816,0.5,3.2,3.6,2.3,1.0,1.0,1.4,2.4,16.1
85.0,Malik Beasley,DET,27.0,28.4,5.6,12.9,0.437,3.7,8.9,0.414,2.0,4.0,0.486,1.1,1.4,0.744,0.6,2.5,3.1,2.0,0.7,0.1,1.1,1.3,16.0
86.0,Devin Vassell,SAS,11.0,24.6,5.9,12.5,0.471,2.4,5.9,0.4,3.5,6.6,0.534,1.8,2.3,0.8,0.5,1.6,2.1,2.7,0.9,0.4,1.7,2.1,16.0
87.0,Jordan Clarkson,UTA,15.0,26.1,5.5,13.3,0.41,1.9,6.1,0.315,3.5,7.2,0.491,3.0,3.7,0.804,0.7,2.8,3.5,3.7,0.9,0.1,2.3,1.5,15.9
88.0,Kyle Kuzma,WAS,12.0,27.5,6.3,15.1,0.42,1.3,4.8,0.276,5.0,10.3,0.488,1.8,2.7,0.688,0.7,4.9,5.6,1.9,0.4,0.3,2.4,1.9,15.8
89.0,Keyonte George,UTA,24.0,31.6,5.3,13.6,0.39,2.5,7.6,0.335,2.8,6.0,0.458,2.6,3.2,0.805,0.5,2.8,3.3,5.8,0.8,0.2,3.3,1.8,15.7
90.0,Jakob Poeltl,TOR,26.0,32.1,6.6,11.2,0.589,0.0,0.1,0.0,6.6,11.2,0.593,2.3,3.4,0.682,3.9,7.1,11.0,2.7,1.1,1.2,2.2,3.5,15.5
91.0,Jonathan Kuminga,GSW,23.0,25.2,6.0,13.2,0.452,1.2,3.8,0.322,4.7,9.4,0.505,2.3,4.0,0.582,1.3,3.1,4.4,2.0,1.0,0.6,1.5,2.2,15.4
92.0,Jared McCain,PHI,23.0,25.7,5.5,11.9,0.46,2.2,5.8,0.383,3.3,6.1,0.532,2.1,2.4,0.875,0.6,1.9,2.4,2.6,0.7,0.0,1.6,1.6,15.3
93.0,Immanuel Quickley,TOR,3.0,22.7,5.3,14.0,0.381,2.0,5.3,0.375,3.3,8.7,0.385,2.7,3.0,0.889,0.3,1.7,2.0,4.0,0.7,0.0,1.3,2.3,15.3
94.0,Fred VanVleet,HOU,24.0,35.4,5.4,14.4,0.377,2.4,7.8,0.303,3.0,6.5,0.465,2.1,2.5,0.82,0.6,3.7,4.3,6.0,1.5,0.4,1.3,2.5,15.3
95.0,Christian Braun,DEN,23.0,34.7,5.7,10.0,0.567,1.1,2.7,0.403,4.6,7.3,0.627,2.6,3.3,0.776,1.2,3.8,5.0,1.8,1.3,0.7,1.4,2.3,15.0
96.0,Aaron Gordon,DEN,13.0,29.3,5.2,9.5,0.545,1.4,3.0,0.462,3.8,6.5,0.583,3.3,4.1,0.811,1.9,4.2,6.1,3.3,0.5,0.2,1.5,1.7,15.0
97.0,Myles Turner,IND,25.0,31.5,5.4,11.4,0.472,2.0,5.0,0.411,3.3,6.4,0.519,2.1,3.0,0.716,1.2,5.8,7.0,1.6,0.8,2.1,2.4,3.1,14.9
