Rk,Player,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
396.0,TyTy Washington Jr.,PHO,3.0,9.0,1.0,2.0,0.5,0.7,1.0,0.667,0.3,1.0,0.333,0.0,0.0,,0.0,0.3,0.3,1.3,0.7,0.0,0.3,0.0,2.7
397.0,Delon Wright,MIL,18.0,15.9,0.9,2.9,0.321,0.5,1.8,0.281,0.4,1.2,0.381,0.3,0.6,0.5,0.6,1.2,1.8,1.6,0.7,0.3,0.4,0.6,2.7
398.0,Taj Gibson,CHO,14.0,10.8,1.1,2.4,0.471,0.1,0.1,0.5,1.1,2.3,0.469,0.3,0.4,0.667,1.5,1.7,3.2,0.5,0.4,0.2,0.6,1.3,2.6
399.0,DeAndre Jordan,DEN,12.0,10.2,1.2,2.0,0.583,0.0,0.0,,1.2,2.0,0.583,0.2,0.7,0.25,1.0,2.7,3.7,1.1,0.3,0.3,0.9,1.2,2.5
400.0,John Konchar,MEM,13.0,11.9,0.8,1.7,0.5,0.5,1.4,0.389,0.3,0.3,1.0,0.2,0.3,0.75,0.9,1.9,2.8,0.8,0.5,0.5,0.5,0.8,2.5
401.0,Vit Krejci,ATL,13.0,11.2,0.9,2.7,0.343,0.3,1.3,0.235,0.6,1.4,0.444,0.4,0.7,0.556,0.5,1.2,1.7,1.3,0.3,0.2,0.5,1.6,2.5
402.0,E.J. Liddell,CHI,6.0,5.2,0.8,1.3,0.625,0.5,1.0,0.5,0.3,0.3,1.0,0.3,0.3,1.0,0.2,0.7,0.8,0.5,0.2,0.2,0.3,1.3,2.5
403.0,Chris Duarte,CHI,12.0,4.2,0.8,1.5,0.5,0.4,1.0,0.417,0.3,0.5,0.667,0.5,0.7,0.75,0.3,0.8,1.2,0.3,0.0,0.0,0.1,0.4,2.4
404.0,Anthony Gill,WAS,20.0,7.5,0.9,1.7,0.5,0.2,0.6,0.333,0.7,1.1,0.591,0.5,0.9,0.556,0.3,1.0,1.3,0.3,0.3,0.1,0.3,0.6,2.4
405.0,Jeff Green,HOU,7.0,5.7,1.0,1.9,0.538,0.4,1.1,0.375,0.6,0.7,0.8,0.0,0.0,,0.0,0.6,0.6,0.1,0.3,0.0,0.3,0.3,2.4
406.0,Dillon Jones,OKC,21.0,8.4,0.9,2.6,0.345,0.3,1.6,0.212,0.6,1.0,0.545,0.2,0.4,0.625,0.8,1.2,2.0,0.7,0.2,0.0,0.4,0.9,2.4
407.0,Josh Minott,MIN,12.0,7.1,1.0,1.7,0.6,0.2,0.8,0.2,0.8,0.8,1.0,0.3,0.4,0.6,0.1,1.1,1.2,0.4,0.3,0.3,0.4,1.0,2.4
408.0,Jae'Sean Tate,HOU,10.0,5.9,0.9,1.6,0.563,0.0,0.2,0.0,0.9,1.4,0.643,0.6,0.9,0.667,0.4,1.8,2.2,0.6,0.5,0.0,0.6,1.0,2.4
409.0,Kel'el Ware,MIA,10.0,6.9,1.0,2.5,0.4,0.2,0.7,0.286,0.8,1.8,0.444,0.2,0.2,1.0,0.2,1.4,1.6,0.1,0.3,0.5,0.4,0.6,2.4
410.0,Vlatko ÄanÄar,DEN,4.0,8.5,1.0,1.8,0.571,0.3,0.5,0.5,0.8,1.3,0.6,0.0,0.0,,0.8,1.3,2.0,0.0,0.0,0.3,0.5,1.0,2.3
411.0,Trey Jemison,NOP,15.0,10.1,0.9,1.9,0.483,0.0,0.0,,0.9,1.9,0.483,0.5,1.1,0.412,1.1,1.4,2.5,0.5,0.5,0.4,0.7,1.6,2.3
412.0,Jordan McLaughlin,SAC,20.0,7.9,0.7,1.9,0.368,0.4,1.1,0.364,0.3,0.8,0.375,0.5,0.7,0.714,0.2,0.8,1.0,1.0,0.5,0.0,0.4,0.6,2.3
413.0,Lester QuiÃ±ones,PHI,4.0,4.3,1.0,2.0,0.5,0.0,0.8,0.0,1.0,1.3,0.8,0.3,0.3,1.0,0.8,0.3,1.0,0.3,0.0,0.0,1.0,0.0,2.3
414.0,Orlando Robinson,SAC,6.0,7.5,0.8,1.8,0.455,0.2,0.7,0.25,0.7,1.2,0.571,0.5,1.0,0.5,0.3,1.5,1.8,1.2,0.3,0.2,0.5,1.0,2.3
415.0,Jeenathan Williams,HOU,3.0,3.3,1.0,1.3,0.75,0.3,0.7,0.5,0.7,0.7,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.3,0.0,0.0,0.0,2.3
416.0,Kai Jones,LAC,18.0,8.3,0.8,1.1,0.75,0.0,0.0,,0.8,1.1,0.75,0.5,0.7,0.75,0.7,1.2,1.8,0.4,0.3,0.5,0.4,1.1,2.2
417.0,Patrick Baldwin Jr.,WAS,12.0,4.8,0.8,1.6,0.474,0.4,0.9,0.455,0.3,0.7,0.5,0.2,0.3,0.5,0.3,0.8,1.0,0.1,0.2,0.2,0.2,0.3,2.1
418.0,Olivier-Maxence Prosper,DAL,16.0,6.9,0.8,1.9,0.387,0.3,0.7,0.364,0.5,1.3,0.4,0.3,0.6,0.556,0.7,1.1,1.8,0.4,0.2,0.1,0.1,0.4,2.1
419.0,Duop Reath,POR,13.0,6.4,0.8,2.0,0.385,0.5,1.5,0.368,0.2,0.5,0.429,0.0,0.0,,0.5,0.5,1.0,0.2,0.0,0.2,0.1,0.8,2.1
420.0,Jaylon Tyson,CLE,14.0,7.7,0.9,1.9,0.444,0.2,0.8,0.273,0.6,1.1,0.563,0.2,0.4,0.5,0.7,1.0,1.7,0.8,0.3,0.0,0.4,1.3,2.1
421.0,Ulrich Chomche,TOR,1.0,5.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
422.0,Jeff Dowtin,PHI,8.0,10.0,0.8,2.4,0.316,0.1,1.0,0.125,0.6,1.4,0.455,0.4,0.5,0.75,0.3,0.8,1.0,1.1,0.4,0.0,0.1,0.6,2.0
423.0,Justin Edwards,PHI,2.0,4.5,1.0,1.5,0.667,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0
424.0,Jalen Hood-Schifino,LAL,2.0,7.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.5,2.0
425.0,Bryce McGowens,POR,1.0,3.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
426.0,Alex Reese,OKC,1.0,2.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
427.0,Adama Sanogo,CHI,4.0,5.3,1.0,1.8,0.571,0.0,0.0,,1.0,1.8,0.571,0.0,0.0,,1.3,0.3,1.5,0.3,0.0,0.0,0.3,0.3,2.0
428.0,Tyler Smith,MIL,10.0,3.4,0.8,1.3,0.615,0.3,0.8,0.375,0.5,0.5,1.0,0.1,0.2,0.5,0.1,0.7,0.8,0.1,0.0,0.3,0.3,0.4,2.0
429.0,Ariel Hukporti,NYK,11.0,8.8,0.8,1.3,0.643,0.0,0.0,,0.8,1.3,0.643,0.3,0.5,0.5,0.3,1.5,1.8,0.5,0.0,0.7,0.8,1.3,1.9
430.0,Christian Koloko,LAL,16.0,10.1,0.9,1.4,0.636,0.0,0.1,0.0,0.9,1.3,0.7,0.2,0.3,0.75,0.8,1.5,2.3,0.3,0.3,0.4,0.3,1.3,1.9
431.0,Jericho Sims,NYK,24.0,12.5,0.8,1.1,0.704,0.0,0.0,,0.8,1.1,0.704,0.2,0.3,0.571,1.3,2.3,3.6,0.6,0.3,0.4,0.5,1.3,1.8
432.0,Pacome Dadiet,NYK,11.0,7.0,0.5,1.6,0.333,0.5,1.1,0.417,0.1,0.5,0.167,0.2,0.2,1.0,0.0,1.2,1.2,0.5,0.1,0.2,0.1,0.5,1.7
433.0,Maxi Kleber,DAL,14.0,17.0,0.6,1.9,0.346,0.1,0.6,0.222,0.5,1.2,0.412,0.3,0.4,0.667,0.4,2.6,3.0,0.6,0.1,0.5,0.7,2.1,1.7
434.0,Markieff Morris,DAL,3.0,6.0,0.7,3.0,0.222,0.3,1.0,0.333,0.3,2.0,0.167,0.0,0.0,,0.0,1.7,1.7,0.7,0.0,0.3,0.7,0.0,1.7
435.0,Dwight Powell,DAL,20.0,7.8,0.4,0.5,0.8,0.0,0.0,,0.4,0.5,0.8,0.9,1.2,0.708,0.6,1.1,1.7,0.7,0.4,0.4,0.3,1.3,1.7
436.0,MarJon Beauchamp,MIL,11.0,3.2,0.5,1.5,0.375,0.2,0.7,0.25,0.4,0.7,0.5,0.4,0.4,1.0,0.2,0.6,0.8,0.1,0.1,0.0,0.6,0.3,1.6
437.0,Jevon Carter,CHI,11.0,4.8,0.6,2.1,0.304,0.4,1.5,0.25,0.3,0.6,0.429,0.0,0.0,,0.1,0.6,0.7,0.5,0.3,0.0,0.4,0.1,1.6
438.0,Jalen Pickett,DEN,5.0,8.2,0.6,1.0,0.6,0.4,0.8,0.5,0.2,0.2,1.0,0.0,0.0,,0.2,0.8,1.0,1.6,0.2,0.0,0.4,1.2,1.6
439.0,Pat Spencer,GSW,9.0,5.0,0.7,1.8,0.375,0.0,0.3,0.0,0.7,1.4,0.462,0.2,0.2,1.0,0.4,0.3,0.8,1.3,0.6,0.0,0.4,0.4,1.6
440.0,Adem Bona,PHI,14.0,6.4,0.6,0.9,0.615,0.0,0.0,,0.6,0.9,0.615,0.4,0.4,0.833,0.6,1.1,1.7,0.0,0.0,0.4,0.4,1.1,1.5
441.0,Enrique Freeman,IND,16.0,7.1,0.6,1.2,0.474,0.1,0.3,0.2,0.5,0.9,0.571,0.3,0.6,0.556,0.2,0.6,0.8,0.4,0.1,0.1,0.3,0.9,1.5
442.0,Jaylen Martin,BRK,2.0,1.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5
443.0,Armel TraorÃ©,LAL,8.0,7.6,0.6,2.3,0.278,0.0,0.9,0.0,0.6,1.4,0.455,0.3,0.9,0.286,0.1,1.6,1.8,0.1,0.5,0.3,0.3,0.8,1.5
444.0,Adam Flagler,OKC,11.0,3.6,0.5,1.8,0.25,0.5,1.7,0.263,0.0,0.1,0.0,0.0,0.0,,0.2,0.4,0.5,0.0,0.2,0.0,0.0,0.4,1.4
445.0,AJ Johnson,MIL,5.0,2.2,0.6,1.2,0.5,0.2,0.2,1.0,0.4,1.0,0.4,0.0,0.0,,0.0,0.4,0.4,0.2,0.0,0.0,0.4,0.0,1.4
446.0,Matt Ryan,NYK,8.0,5.1,0.5,2.0,0.25,0.4,1.5,0.25,0.1,0.5,0.25,0.0,0.0,,0.0,0.1,0.1,0.0,0.0,0.0,0.4,0.0,1.4
447.0,Terrence Shannon Jr.,MIN,8.0,4.1,0.6,1.3,0.5,0.1,0.4,0.333,0.5,0.9,0.571,0.0,0.0,,0.0,0.1,0.1,0.5,0.3,0.1,0.4,0.0,1.4
448.0,Colin Castleton,MEM,8.0,2.8,0.1,0.5,0.25,0.0,0.3,0.0,0.1,0.3,0.5,1.0,1.0,1.0,0.3,0.6,0.9,0.0,0.0,0.1,0.0,0.4,1.3
449.0,Caleb Houstan,ORL,18.0,5.5,0.4,1.4,0.308,0.3,1.2,0.273,0.1,0.2,0.5,0.1,0.1,1.0,0.1,0.4,0.5,0.1,0.0,0.1,0.1,0.3,1.3
450.0,James Johnson,IND,3.0,3.3,0.7,1.3,0.5,0.0,0.3,0.0,0.7,1.0,0.667,0.0,0.0,,0.0,0.7,0.7,0.7,0.0,0.3,1.0,0.0,1.3
451.0,Alex Len,SAC,20.0,6.9,0.6,1.1,0.545,0.0,0.2,0.0,0.6,0.9,0.667,0.1,0.2,0.5,0.5,1.3,1.7,0.8,0.2,0.6,0.3,0.9,1.3
452.0,Jack McVeigh,HOU,6.0,3.5,0.5,1.8,0.273,0.3,1.3,0.25,0.2,0.5,0.333,0.0,0.0,,0.2,0.5,0.7,0.2,0.0,0.2,0.2,0.2,1.3
453.0,Zeke Nnaji,DEN,16.0,4.9,0.6,1.4,0.435,0.0,0.5,0.0,0.6,0.9,0.667,0.1,0.3,0.2,0.1,0.3,0.4,0.3,0.1,0.1,0.1,0.4,1.3
454.0,Luke Travers,CLE,6.0,7.0,0.5,1.2,0.429,0.0,0.5,0.0,0.5,0.7,0.75,0.3,0.3,1.0,0.2,0.8,1.0,0.8,0.2,0.2,0.3,0.5,1.3
455.0,Jordan Walsh,BOS,18.0,8.7,0.5,1.7,0.3,0.3,1.3,0.217,0.2,0.4,0.571,0.0,0.1,0.0,0.4,0.8,1.2,0.2,0.3,0.3,0.2,0.6,1.3
456.0,JD Davison,BOS,5.0,4.8,0.4,1.0,0.4,0.2,0.6,0.333,0.2,0.4,0.5,0.2,0.4,0.5,0.0,0.4,0.4,0.2,0.2,0.0,1.2,0.2,1.2
457.0,Colby Jones,SAC,17.0,5.9,0.5,1.3,0.364,0.2,0.5,0.444,0.2,0.8,0.308,0.0,0.0,,0.4,0.7,1.1,0.2,0.3,0.3,0.4,0.6,1.2
458.0,Cory Joseph,ORL,14.0,3.9,0.4,1.1,0.375,0.4,0.9,0.417,0.1,0.3,0.25,0.0,0.0,,0.2,0.5,0.7,0.7,0.1,0.1,0.2,0.3,1.2
459.0,Brandon Williams,DAL,5.0,4.2,0.4,1.8,0.222,0.0,0.4,0.0,0.4,1.4,0.286,0.4,0.6,0.667,0.2,0.6,0.8,0.4,0.0,0.0,0.4,0.4,1.2
460.0,Jazian Gortman,DAL,7.0,2.1,0.4,0.7,0.6,0.3,0.4,0.667,0.1,0.3,0.5,0.0,0.0,,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.3,1.1
461.0,Xavier Tillman Sr.,BOS,17.0,8.6,0.4,1.7,0.241,0.2,0.9,0.188,0.2,0.8,0.308,0.1,0.1,0.5,0.4,1.5,1.9,0.4,0.3,0.2,0.4,0.8,1.1
462.0,Trey Alexander,DEN,9.0,4.9,0.3,1.3,0.25,0.1,0.7,0.167,0.2,0.7,0.333,0.2,0.2,1.0,0.0,0.1,0.1,0.2,0.0,0.1,0.1,0.3,1.0
463.0,Reece Beekman,GSW,2.0,2.0,0.5,0.5,1.0,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0
464.0,Sidy Cissoko,SAS,11.0,3.0,0.4,0.8,0.444,0.3,0.4,0.75,0.1,0.5,0.2,0.0,0.4,0.0,0.2,0.5,0.7,0.5,0.0,0.0,0.1,0.4,1.0
465.0,Mouhamed Gueye,ATL,2.0,5.5,0.5,2.0,0.25,0.0,1.0,0.0,0.5,1.0,0.5,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0
466.0,Keshad Johnson,MIA,2.0,6.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
467.0,Yuki Kawamura,MEM,14.0,2.9,0.3,1.1,0.267,0.1,0.8,0.182,0.1,0.3,0.5,0.3,0.4,0.667,0.0,0.1,0.1,0.6,0.1,0.0,0.3,0.3,1.0
468.0,Trevelin Queen,ORL,3.0,2.3,0.3,1.0,0.333,0.3,0.3,1.0,0.0,0.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,1.0
469.0,Jared Rhoden,CHO,4.0,3.0,0.5,2.0,0.25,0.0,0.5,0.0,0.5,1.5,0.333,0.0,0.0,,0.5,0.5,1.0,0.5,0.3,0.0,0.3,0.3,1.0
470.0,Liam Robbins,MIL,5.0,4.0,0.4,0.6,0.667,0.0,0.2,0.0,0.4,0.4,1.0,0.2,0.8,0.25,0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.6,1.0
471.0,Gui Santos,GSW,6.0,3.7,0.3,0.8,0.4,0.2,0.5,0.333,0.2,0.3,0.5,0.2,0.3,0.5,0.2,0.8,1.0,0.3,0.0,0.0,0.3,0.5,1.0
472.0,PJ Dozier,MIN,8.0,4.1,0.3,0.4,0.667,0.3,0.4,0.667,0.0,0.0,,0.1,0.8,0.167,0.1,0.5,0.6,0.6,0.1,0.0,0.1,0.4,0.9
473.0,Jaden Springer,BOS,8.0,3.3,0.3,1.0,0.25,0.0,0.3,0.0,0.3,0.8,0.333,0.4,0.8,0.5,0.5,0.4,0.9,0.4,0.4,0.0,0.1,0.4,0.9
474.0,Branden Carlson,OKC,5.0,3.6,0.2,1.4,0.143,0.0,1.0,0.0,0.2,0.4,0.5,0.4,0.4,1.0,0.6,1.0,1.6,0.4,0.2,0.2,0.0,0.2,0.8
475.0,D.J. Carton,TOR,4.0,8.3,0.3,1.8,0.143,0.0,0.8,0.0,0.3,1.0,0.25,0.3,0.3,1.0,0.0,1.0,1.0,0.8,0.5,0.0,1.0,0.3,0.8
476.0,PJ Hall,DEN,5.0,2.2,0.4,1.0,0.4,0.0,0.4,0.0,0.4,0.6,0.667,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.8
477.0,Karlo MatkoviÄ,NOP,5.0,7.8,0.4,1.0,0.4,0.0,0.0,,0.4,1.0,0.4,0.0,0.0,,1.2,0.8,2.0,0.0,0.6,0.6,0.8,0.8,0.8
478.0,Baylor Scheierman,BOS,5.0,6.8,0.2,2.0,0.1,0.0,1.2,0.0,0.2,0.8,0.25,0.4,0.4,1.0,0.4,1.0,1.4,0.4,0.2,0.0,0.0,0.6,0.8
479.0,Chris Livingston,MIL,3.0,2.0,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.0,0.0,,0.3,0.3,0.7,0.3,0.3,0.0,0.3,0.0,0.7
480.0,Cui Yongxi,BRK,5.0,2.0,0.2,1.4,0.143,0.0,0.6,0.0,0.2,0.8,0.25,0.2,0.4,0.5,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.6
481.0,Bronny James,LAL,7.0,2.6,0.1,1.1,0.125,0.0,0.6,0.0,0.1,0.6,0.25,0.3,0.3,1.0,0.1,0.0,0.1,0.3,0.1,0.1,0.0,0.3,0.6
482.0,Maxwell Lewis,LAL,7.0,4.1,0.3,0.9,0.333,0.0,0.0,,0.3,0.9,0.333,0.0,0.0,,0.3,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.6
483.0,Tristen Newton,IND,5.0,1.6,0.2,1.2,0.167,0.0,0.6,0.0,0.2,0.6,0.333,0.2,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.6
484.0,Garrett Temple,TOR,9.0,3.9,0.2,0.8,0.286,0.1,0.3,0.333,0.1,0.4,0.25,0.0,0.0,,0.1,0.3,0.4,0.6,0.4,0.1,0.2,0.7,0.6
485.0,Dominick Barlow,ATL,2.0,5.5,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
486.0,Jalen Bridges,PHO,2.0,5.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5
487.0,Stanley Umude,MIL,6.0,2.8,0.2,0.5,0.333,0.2,0.5,0.333,0.0,0.0,,0.0,0.3,0.0,0.0,0.5,0.5,0.2,0.0,0.2,0.0,0.0,0.5
488.0,Malevy Leons,OKC,6.0,3.5,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.3,0.7,0.5,0.2,0.3,0.5,0.2,0.0,0.0,0.2,0.7,0.3
489.0,Daishen Nix,MIN,3.0,4.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.3,0.7,0.5,0.0,1.3,1.3,1.0,0.0,0.0,1.3,0.3,0.3
490.0,Jacob Toppin,NYK,7.0,3.0,0.1,0.4,0.333,0.0,0.3,0.0,0.1,0.1,1.0,0.0,0.0,,0.0,0.4,0.4,0.3,0.0,0.0,0.1,0.0,0.3
491.0,Isaiah Crawford,SAC,1.0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
492.0,Alex Ducas,OKC,4.0,1.8,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493.0,Kessler Edwards,DAL,6.0,1.7,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0
494.0,Joe Ingles,MIN,7.0,3.7,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,,0.3,0.0,0.3,1.3,0.0,0.0,0.1,0.7,0.0
495.0,Harrison Ingram,SAS,1.0,7.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
496.0,Daniss Jenkins,DET,2.0,2.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
497.0,Mason Jones,SAC,3.0,4.3,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,,0.0,0.0,,0.3,1.0,1.3,2.3,0.0,0.0,0.0,0.3,0.0
498.0,Spencer Jones,DEN,2.0,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0
499.0,Mac McClung,ORL,1.0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
500.0,Justin Minaya,POR,1.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
501.0,Riley Minix,SAS,1.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
502.0,Cole Swider,DET,2.0,6.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0
,League Average,,,,,,0.464,,,0.359,,,0.541,,,0.777,,,,,,,,,
